"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Oman","Natural gas - Gross production","2014","Terajoules","1444191.6617",""
"Oman","Natural gas - Gross production","2013","Terajoules","1500701.13158",""
"Oman","Natural gas - Gross production","2012","Terajoules","1464306.9853",""
"Oman","Natural gas - Gross production","2011","Terajoules","1418032.8185",""
"Oman","Natural gas - Gross production","2010","Terajoules","1357351.534",""
"Oman","Natural gas - Gross production","2009","Terajoules","1273257.0011",""
"Oman","Natural gas - Gross production","2008","Terajoules","1290822.0012",""
"Oman","Natural gas - Gross production","2007","Terajoules","1183081.999114",""
"Oman","Natural gas - Gross production","2006","Terajoules","1180366.999879",""
"Oman","Natural gas - Gross production","2005","Terajoules","1013462.000521",""
"Oman","Natural gas - Gross production","2004","Terajoules","941804",""
"Oman","Natural gas - Gross production","2003","Terajoules","940943",""
"Oman","Natural gas - Gross production","2002","Terajoules","872185",""
"Oman","Natural gas - Gross production","2001","Terajoules","809610",""
"Oman","Natural gas - Gross production","2000","Terajoules","596140",""
"Oman","Natural gas - Gross production","1999","Terajoules","451345",""
"Oman","Natural gas - Gross production","1998","Terajoules","405643",""
"Oman","Natural gas - Gross production","1997","Terajoules","398096",""
"Oman","Natural gas - Gross production","1996","Terajoules","283822",""
"Oman","Natural gas - Gross production","1995","Terajoules","267689",""
"Oman","Natural gas - Gross production","1994","Terajoules","277878",""
"Oman","Natural gas - Gross production","1993","Terajoules","265934",""
"Oman","Natural gas - Gross production","1992","Terajoules","240190",""
"Oman","Natural gas - Gross production","1991","Terajoules","207290",""
"Oman","Natural gas - Gross production","1990","Terajoules","206490",""
"Other Asia","Natural gas - Gross production","2021","Terajoules","4093.76",""
"Other Asia","Natural gas - Gross production","2020","Terajoules","3920.333",""
"Other Asia","Natural gas - Gross production","2019","Terajoules","6223.366",""
"Other Asia","Natural gas - Gross production","2018","Terajoules","7353.391",""
"Other Asia","Natural gas - Gross production","2017","Terajoules","9888.328",""
"Other Asia","Natural gas - Gross production","2016","Terajoules","11964",""
"Other Asia","Natural gas - Gross production","2015","Terajoules","13910",""
"Other Asia","Natural gas - Gross production","2014","Terajoules","14118",""
"Other Asia","Natural gas - Gross production","2013","Terajoules","14182",""
"Other Asia","Natural gas - Gross production","2012","Terajoules","16451",""
"Other Asia","Natural gas - Gross production","2011","Terajoules","12287",""
"Other Asia","Natural gas - Gross production","2010","Terajoules","11023",""
"Other Asia","Natural gas - Gross production","2009","Terajoules","13050",""
"Other Asia","Natural gas - Gross production","2008","Terajoules","13299",""
"Other Asia","Natural gas - Gross production","2007","Terajoules","15513",""
"Other Asia","Natural gas - Gross production","2006","Terajoules","17229",""
"Other Asia","Natural gas - Gross production","2005","Terajoules","20375",""
"Other Asia","Natural gas - Gross production","2004","Terajoules","29600",""
"Other Asia","Natural gas - Gross production","2003","Terajoules","30923",""
"Other Asia","Natural gas - Gross production","2002","Terajoules","33004",""
"Other Asia","Natural gas - Gross production","2001","Terajoules","31602",""
"Other Asia","Natural gas - Gross production","2000","Terajoules","27794",""
"Other Asia","Natural gas - Gross production","1999","Terajoules","31843",""
"Other Asia","Natural gas - Gross production","1998","Terajoules","32712",""
"Other Asia","Natural gas - Gross production","1997","Terajoules","32306",""
"Other Asia","Natural gas - Gross production","1996","Terajoules","33842",""
"Other Asia","Natural gas - Gross production","1995","Terajoules","35399",""
"Other Asia","Natural gas - Gross production","1994","Terajoules","34130",""
"Other Asia","Natural gas - Gross production","1993","Terajoules","31248",""
"Other Asia","Natural gas - Gross production","1992","Terajoules","32363",""
"Other Asia","Natural gas - Gross production","1991","Terajoules","37784",""
"Other Asia","Natural gas - Gross production","1990","Terajoules","50439",""
"Pakistan","Natural gas - Gross production","2020","Terajoules","991762.02",""
"Pakistan","Natural gas - Gross production","2019","Terajoules","1231511",""
"Pakistan","Natural gas - Gross production","2018","Terajoules","1250705",""
"Pakistan","Natural gas - Gross production","2017","Terajoules","1263942",""
"Pakistan","Natural gas - Gross production","2016","Terajoules","1274671",""
"Pakistan","Natural gas - Gross production","2015","Terajoules","1256276",""
"Pakistan","Natural gas - Gross production","2014","Terajoules","1295906",""
"Pakistan","Natural gas - Gross production","2013","Terajoules","1295907",""
"Pakistan","Natural gas - Gross production","2012","Terajoules","1304289",""
"Pakistan","Natural gas - Gross production","2011","Terajoules","1341137",""
"Pakistan","Natural gas - Gross production","2010","Terajoules","1283941",""
"Pakistan","Natural gas - Gross production","2009","Terajoules","1361909.76",""
"Pakistan","Natural gas - Gross production","2008","Terajoules","1336819.541",""
"Pakistan","Natural gas - Gross production","2007","Terajoules","1320372.677",""
"Pakistan","Natural gas - Gross production","2006","Terajoules","1296193.863",""
"Pakistan","Natural gas - Gross production","2005","Terajoules","1290845.839",""
"Pakistan","Natural gas - Gross production","2004","Terajoules","1235847.912",""
"Pakistan","Natural gas - Gross production","2003","Terajoules","1116506.409",""
"Pakistan","Natural gas - Gross production","2002","Terajoules","910479",""
"Pakistan","Natural gas - Gross production","2001","Terajoules","806415",""
"Pakistan","Natural gas - Gross production","2000","Terajoules","770708",""
"Pakistan","Natural gas - Gross production","1999","Terajoules","713747",""
"Pakistan","Natural gas - Gross production","1998","Terajoules","668279",""
"Pakistan","Natural gas - Gross production","1997","Terajoules","666116",""
"Pakistan","Natural gas - Gross production","1996","Terajoules","638518",""
"Pakistan","Natural gas - Gross production","1995","Terajoules","586095",""
"Pakistan","Natural gas - Gross production","1994","Terajoules","580128",""
"Pakistan","Natural gas - Gross production","1993","Terajoules","547834",""
"Pakistan","Natural gas - Gross production","1992","Terajoules","518659",""
"Pakistan","Natural gas - Gross production","1991","Terajoules","487544",""
"Pakistan","Natural gas - Gross production","1990","Terajoules","469925",""
"Papua New Guinea","Natural gas - Gross production","2021","Terajoules","520000","1"
"Papua New Guinea","Natural gas - Gross production","2020","Terajoules","526234.24",""
"Papua New Guinea","Natural gas - Gross production","2019","Terajoules","514883.36",""
"Papua New Guinea","Natural gas - Gross production","2018","Terajoules","446498.96",""
"Papua New Guinea","Natural gas - Gross production","2017","Terajoules","504090.72",""
"Papua New Guinea","Natural gas - Gross production","2016","Terajoules","479993.36",""
"Papua New Guinea","Natural gas - Gross production","2015","Terajoules","449801.88",""
"Papua New Guinea","Natural gas - Gross production","2014","Terajoules","226226.76",""
"Papua New Guinea","Natural gas - Gross production","2013","Terajoules","5317.2",""
"Papua New Guinea","Natural gas - Gross production","2012","Terajoules","5317.2",""
"Papua New Guinea","Natural gas - Gross production","2011","Terajoules","6149.7096",""
"Papua New Guinea","Natural gas - Gross production","2010","Terajoules","5911.6815",""
"Papua New Guinea","Natural gas - Gross production","2009","Terajoules","6075.5697",""
"Papua New Guinea","Natural gas - Gross production","2008","Terajoules","5911.6815",""
"Papua New Guinea","Natural gas - Gross production","2007","Terajoules","5299.0518",""
"Papua New Guinea","Natural gas - Gross production","2006","Terajoules","5665.8492",""
"Papua New Guinea","Natural gas - Gross production","2005","Terajoules","5993.6256",""
"Papua New Guinea","Natural gas - Gross production","2004","Terajoules","5123.4573",""
"Papua New Guinea","Natural gas - Gross production","2003","Terajoules","5560.4925",""
"Papua New Guinea","Natural gas - Gross production","2002","Terajoules","6056.0592",""
"Papua New Guinea","Natural gas - Gross production","2001","Terajoules","6056.0592",""
"Papua New Guinea","Natural gas - Gross production","2000","Terajoules","5006.3943",""
"Papua New Guinea","Natural gas - Gross production","1999","Terajoules","4752.7578",""
"Papua New Guinea","Natural gas - Gross production","1998","Terajoules","5377.0938",""
"Papua New Guinea","Natural gas - Gross production","1997","Terajoules","4651.3032",""
"Papua New Guinea","Natural gas - Gross production","1996","Terajoules","5447.3316",""
"Papua New Guinea","Natural gas - Gross production","1995","Terajoules","3863.079",""
"Papua New Guinea","Natural gas - Gross production","1994","Terajoules","3352",""
"Papua New Guinea","Natural gas - Gross production","1993","Terajoules","3101",""
"Papua New Guinea","Natural gas - Gross production","1992","Terajoules","3017",""
"Papua New Guinea","Natural gas - Gross production","1991","Terajoules","3017",""
"Papua New Guinea","Natural gas - Gross production","1990","Terajoules","3017",""
"Peru","Natural gas - Gross production","2020","Terajoules","725627.44",""
"Peru","Natural gas - Gross production","2019","Terajoules","746168.912",""
"Peru","Natural gas - Gross production","2018","Terajoules","724522",""
"Peru","Natural gas - Gross production","2017","Terajoules","741155.663",""
"Peru","Natural gas - Gross production","2016","Terajoules","777921.022",""
"Peru","Natural gas - Gross production","2015","Terajoules","723269",""
"Peru","Natural gas - Gross production","2014","Terajoules","765380.269",""
"Peru","Natural gas - Gross production","2013","Terajoules","724994.8705",""
"Peru","Natural gas - Gross production","2012","Terajoules","657419.1122",""
"Peru","Natural gas - Gross production","2011","Terajoules","599642.3082",""
"Peru","Natural gas - Gross production","2010","Terajoules","654189",""
"Peru","Natural gas - Gross production","2009","Terajoules","431841",""
"Peru","Natural gas - Gross production","2008","Terajoules","265167",""
"Peru","Natural gas - Gross production","2007","Terajoules","232192.465",""
"Peru","Natural gas - Gross production","2006","Terajoules","232856.433",""
"Peru","Natural gas - Gross production","2005","Terajoules","206785",""
"Peru","Natural gas - Gross production","2004","Terajoules","114270",""
"Peru","Natural gas - Gross production","2003","Terajoules","64052",""
"Peru","Natural gas - Gross production","2002","Terajoules","61406",""
"Peru","Natural gas - Gross production","2001","Terajoules","59515",""
"Peru","Natural gas - Gross production","2000","Terajoules","64736",""
"Peru","Natural gas - Gross production","1999","Terajoules","61649",""
"Peru","Natural gas - Gross production","1998","Terajoules","49009",""
"Peru","Natural gas - Gross production","1997","Terajoules","36903",""
"Peru","Natural gas - Gross production","1996","Terajoules","34016",""
"Peru","Natural gas - Gross production","1995","Terajoules","34602",""
"Peru","Natural gas - Gross production","1994","Terajoules","39138",""
"Peru","Natural gas - Gross production","1993","Terajoules","37460",""
"Peru","Natural gas - Gross production","1992","Terajoules","35626",""
"Peru","Natural gas - Gross production","1991","Terajoules","33441",""
"Peru","Natural gas - Gross production","1990","Terajoules","35743",""
"Philippines","Natural gas - Gross production","2021","Terajoules","133795.2048",""
